"month","year","compname","beta"
1,2006,"COMPUTER ASSOCIATES INTL INC",1.38110252594841
1,2006,"MORGAN STANLEY DEAN WITTER & CO",0.20538375953928
1,2006,"C B S CORP NEW",2.44705837503006
1,2006,"CERTEGY INC",21.8178780933255
1,2006,"COMCAST CORP NEW",-0.289594203529279
1,2006,"VIACOM INC NEW",3.24656864251906
1,2006,"CHIPOTLE MEXICAN GRILL INC",-0.0894260380568693
2,2006,"MORGAN STANLEY DEAN WITTER & CO",0.403885988353578
2,2006,"C B S CORP NEW",0.491324948090743
2,2006,"FIDELITY NATIONAL INFO SVCS INC",0.08905973084951
2,2006,"COMCAST CORP NEW",0.331706117253153
2,2006,"VIACOM INC NEW",0.519878566704159
2,2006,"CHIPOTLE MEXICAN GRILL INC",0.0679078416916696
2,2006,"C A INC",0.543824715504519
2,2006,"INTERNATIONAL GAME TECHNOLOGY",0.271417404638038
2,2006,"CONVERGYS CORP",0.0965794984362443
2,2006,"JOHNSON & JOHNSON",0.595878397979988
3,2006,"JOHNSON & JOHNSON",0.351348181158187
3,2006,"C A INC",-0.149398211791529
3,2006,"INTERNATIONAL GAME TECHNOLOGY",0.131629064811685
3,2006,"CONVERGYS CORP",0.0764104044235631
3,2006,"FIDELITY NATIONAL INFO SVCS INC",0.400608651974577
3,2006,"COMCAST CORP NEW",0
3,2006,"DUKE ENERGY CORP",0.268918138505293
3,2006,"3M CO",0.374282665282152
3,2006,"HOST MARRIOTT CORP NEW",-0.0107303149770489
3,2006,"PULTE HOMES INC",0.272154956562946
4,2006,"JOHNSON & JOHNSON",0.177634336689807
4,2006,"3M CO",0.105042033712674
4,2006,"DUKE ENERGY CORP NEW",0.319732681796007
4,2006,"INTERNATIONAL GAME TECHNOLOGY",0.447209276896057
4,2006,"HOST MARRIOTT CORP NEW",0.201270584817396
4,2006,"PULTE HOMES INC",0.110607620485889
4,2006,"CONVERGYS CORP",0.353455259951088
4,2006,"AMERADA HESS CORP",0.0395321969631968
4,2006,"COOPER CAMERON CORP",0.0742314011971796
4,2006,"STARWOOD HOTELS & REST WLDWD INC",0.108851241208686
4,2006,"HOST HOTELS & RESORTS INC",0.274477591001685
4,2006,"OFFICEMAX INC NEW",0.0301588976625286
4,2006,"GRAINGER W W INC",0.094159326808162
4,2006,"FISHER SCIENTIFIC INTL INC",0.195698677007044
4,2006,"EXPEDIA INC DE",0.0733999905091185
5,2006,"3M CO",0.00342566999464139
5,2006,"DUKE ENERGY CORP NEW",0.838515267295166
5,2006,"AMERADA HESS CORP",0.0165752041795624
5,2006,"OFFICEMAX INC NEW",0.230765196747751
5,2006,"SUPERVALU INC",0.214278354225079
5,2006,"HOST HOTELS & RESORTS INC",0.571957028743848
5,2006,"GRAINGER W W INC",0.3619275993106
5,2006,"PULTE HOMES INC",0.143719343307356
5,2006,"FISHER SCIENTIFIC INTL INC",0.17425176698821
5,2006,"COOPER CAMERON CORP",0.166774182737639
5,2006,"EXPEDIA INC DE",0.0586739488299658
5,2006,"STARWOOD HOTELS & REST WLDWD INC",0.110817468841243
5,2006,"CAMERON INTERNATIONAL CORP",0.164678982140462
5,2006,"HESS CORP",0.286285946443662
5,2006,"MASTERCARD INC",0.282012909128584
6,2006,"T ROWE PRICE GROUP INC",-3.61290392856293
6,2006,"DELL INC",30.110976623938
6,2006,"FASTENAL COMPANY",4.61618558866724
6,2006,"ALTRIA GROUP INC",-34.0035274600966
6,2006,"SOUTHERN CO",58.0176501286605
6,2006,"EXELON CORP",-16.7641682753359
6,2006,"X C E L ENERGY INC",9.9982438857464
6,2006,"MASSEY ENERGY CO",5.75470530204468
6,2006,"VARIAN MEDICAL SYSTEMS INC",4.31816018565411
6,2006,"QUESTAR CORP",11.6898335666981
6,2006,"HESS CORP",0.374645298181369
6,2006,"FIRST HORIZON NATIONAL CORP",15.6610103731889
6,2006,"OFFICEMAX INC NEW",10.8484730627627
6,2006,"SUPERVALU INC",31.502220132661
6,2006,"FOREST LABS INC",31.6502975731365
6,2006,"GENUINE PARTS CO",13.7203465575185
6,2006,"CIRCUIT CITY STORES INC",4.14387766906456
6,2006,"MOODYS CORP",4.36081399688453
6,2006,"DILLARDS INC",6.26622603681129
6,2006,"GRAINGER W W INC",14.524598975512
6,2006,"PACCAR INC",-21.5427625525845
6,2006,"PAYCHEX INC",-3.76407041897667
6,2006,"SIGMA ALDRICH CORP",-13.3796943784137
6,2006,"STRYKER CORP",4.72205632186025
6,2006,"TELLABS INC",-6.22939548254474
6,2006,"CISCO SYSTEMS INC",5.54274474644441
6,2006,"HARRAHS ENTERTAINMENT INC",-13.7750391284327
6,2006,"TOTAL SYSTEM SERVICES INC",35.0102931393311
6,2006,"DEVRY INC DEL",21.5351885411933
6,2006,"FISHER SCIENTIFIC INTL INC",-93.1854673333053
6,2006,"EL PASO CORP",2.54122702502191
6,2006,"PATTERSON COMPANIES INC",-21.8693037559952
6,2006,"IAC INTERACTIVECORP",-4.21731959838376
6,2006,"INTUIT INC",-2.6612260400313
6,2006,"URBAN OUTFITTERS INC",6.65638283892048
6,2006,"QLOGIC CORP",-7.93002543077113
6,2006,"TRACTOR SUPPLY CO NEW",-4.08805308125478
6,2006,"CAMERON INTERNATIONAL CORP",0.229565024233432
6,2006,"TITANIUM METALS CORP",-1.04063133992525
6,2006,"I M S HEALTH INC",23.8627270052287
6,2006,"CH ROBINSON WORLDWIDE INC",4.18697493160485
6,2006,"EBAY INC",-8.7432704507859
6,2006,"PACTIV CORP",-12.3397560376381
6,2006,"COACH INC",19.1181160251844
6,2006,"ZIMMER HOLDINGS INC",12.1083272343029
6,2006,"PRINCIPAL FINANCIAL GROUP INC",4.26709755347718
6,2006,"ADVANCE AUTO PARTS INC",-1.27514556161442
6,2006,"NETFLIX INC",24.3950038767633
6,2006,"C I T GROUP INC NEW",-7.74647339082569
6,2006,"CARMAX INC",-2.30975025434644
6,2006,"SEARS HOLDINGS CORP",2.38561840985931
6,2006,"MEDCO HEALTH SOLUTIONS INC",-4.70042332791436
6,2006,"NASDAQ STOCK MARKET INC",-5.00161674942566
6,2006,"EXPEDIA INC DE",3.58168210852222
6,2006,"AMERIPRISE FINANCIAL INC",1.16745020887678
6,2006,"UNDER ARMOUR INC",26.7379069822629
6,2006,"MASTERCARD INC",8.29533122756077
6,2006,"ROSS STORES INC",-2.16058987114004
6,2006,"YAHOO INC",-9.19168688982615
6,2006,"CIENA CORP",-3.82364918394947
6,2006,"WYNN RESORTS LTD",-9.16089576288084
6,2006,"MARATHON OIL CORP",3.63774835412133
6,2006,"CENTERPOINT ENERGY INC",20.7450077484531
6,2006,"MARTIN MARIETTA MATERIALS INC",-2.13111865722716
6,2006,"LEHMAN BROTHERS HOLDINGS INC",-1.53958441437757
6,2006,"LAUDER ESTEE COS INC",36.6407791090149
6,2006,"PRICELINE COM INC",-10.4612521276596
6,2006,"GOLDMAN SACHS GROUP INC",-9.88295398241899
6,2006,"K B HOME",13.0019273619787
6,2006,"RED HAT INC",9.85043426369284
6,2006,"U S BANCORP DEL",133.16076320578
6,2006,"YUM BRANDS INC",6.2631433313506
6,2006,"CONSOLIDATED EDISON INC",0.882418845231916
6,2006,"QUALCOMM INC",0.227058457367681
6,2006,"LENNAR CORP",0.344456563778984
6,2006,"CENTEX CORP",0.316507818480539
6,2006,"D R HORTON INC",0.312591148835123
6,2006,"MANITOWOC CO INC",0.105348669475643
6,2006,"VORNADO REALTY TRUST",1.57118166819581
6,2006,"MCKESSON H B O C INC",0.578595995931206
7,2006,"T ROWE PRICE GROUP INC",0.998179710561352
7,2006,"DELL INC",1.0035921292991
7,2006,"CONSOLIDATED EDISON INC",1.00053634407132
7,2006,"FASTENAL COMPANY",0.99899233864357
7,2006,"P G & E CORP",1.00137206531638
7,2006,"ALTRIA GROUP INC",0.998227454777364
7,2006,"MARATHON OIL CORP",1.00340995831783
7,2006,"SOUTHERN CO",0.9994179566608
7,2006,"MEADWESTVACO CORP",0.999304696132809
7,2006,"EXELON CORP",0.999426448697319
7,2006,"CENTERPOINT ENERGY INC",0.999098338926581
7,2006,"X C E L ENERGY INC",1.00188648815169
7,2006,"MASSEY ENERGY CO",1.00229996310782
7,2006,"VARIAN MEDICAL SYSTEMS INC",1.00179283813991
7,2006,"QUESTAR CORP",0.998373763965034
7,2006,"VORNADO REALTY TRUST",0.970364835446274
7,2006,"FIRST HORIZON NATIONAL CORP",1.00123984958936
7,2006,"FOREST LABS INC",1.00004787189171
7,2006,"GENUINE PARTS CO",0.995601572767447
7,2006,"CIRCUIT CITY STORES INC",0.993170554571226
7,2006,"MOODYS CORP",1.00673432737333
7,2006,"DILLARDS INC",0.998409750221839
7,2006,"MANITOWOC CO INC",0.995275734043806
7,2006,"LENNAR CORP",0.999586434504729
7,2006,"CENTEX CORP",0.996174002400986
7,2006,"PACCAR INC",1.00186724425848
7,2006,"PAYCHEX INC",0.997622959276781
7,2006,"U S BANCORP DEL",0.999687735616227
7,2006,"K B HOME",1.00046623930936
7,2006,"SIGMA ALDRICH CORP",0.991969786916263
7,2006,"STRYKER CORP",0.999014457958972
7,2006,"TELLABS INC",0.995712460571072
7,2006,"CISCO SYSTEMS INC",0.999359393128152
7,2006,"HARRAHS ENTERTAINMENT INC",1.00009143023407
7,2006,"TOTAL SYSTEM SERVICES INC",0.999742354262863
7,2006,"DEVRY INC DEL",0.997629019183609
7,2006,"QUALCOMM INC",1.00542937644207
7,2006,"EL PASO CORP",1.00425364101071
7,2006,"D R HORTON INC",0.99927765190678
7,2006,"PATTERSON COMPANIES INC",1.002985091796
7,2006,"IAC INTERACTIVECORP",0.999234019136588
7,2006,"INTUIT INC",0.999196598668668
7,2006,"URBAN OUTFITTERS INC",0.996470472507183
7,2006,"MARTIN MARIETTA MATERIALS INC",0.996825205432853
7,2006,"QLOGIC CORP",1.00930965715945
7,2006,"TRACTOR SUPPLY CO NEW",1.00609945062354
7,2006,"LEHMAN BROTHERS HOLDINGS INC",0.996768193605247
7,2006,"MCKESSON H B O C INC",0.998823880634848
7,2006,"LAUDER ESTEE COS INC",0.998986649959777
7,2006,"YAHOO INC",1.00056123529772
7,2006,"TITANIUM METALS CORP",1.00140698247645
7,2006,"I M S HEALTH INC",1.00410166970351
7,2006,"CIENA CORP",1.00990642460609
7,2006,"YUM BRANDS INC",1.00024122455833
7,2006,"CH ROBINSON WORLDWIDE INC",0.99907881675115
7,2006,"EBAY INC",0.999636372009097
7,2006,"PRICELINE COM INC",0.998886640449336
7,2006,"GOLDMAN SACHS GROUP INC",0.998235519295236
7,2006,"RED HAT INC",0.994349778015705
7,2006,"PACTIV CORP",0.998616293641296
7,2006,"METLIFE INC",0.99837505200739
7,2006,"COACH INC",0.995844374053982
7,2006,"ZIMMER HOLDINGS INC",1.0093753025556
7,2006,"PRINCIPAL FINANCIAL GROUP INC",0.999527791972888
7,2006,"ADVANCE AUTO PARTS INC",1.00089815394378
7,2006,"NETFLIX INC",1.00340107355184
7,2006,"C I T GROUP INC NEW",0.997173043488376
7,2006,"CARMAX INC",0.746751457796891
7,2006,"WYNN RESORTS LTD",0.991896413960542
7,2006,"SEARS HOLDINGS CORP",0.358179307307537
7,2006,"MEDCO HEALTH SOLUTIONS INC",0.997251792289421
7,2006,"NASDAQ STOCK MARKET INC",0.998303444477761
7,2006,"AMERIPRISE FINANCIAL INC",1.0076594193657
7,2006,"UNDER ARMOUR INC",0.995690335340615
7,2006,"ROSS STORES INC",0.998291693218542
7,2006,"CARDINAL HEALTH INC",0.997258451906641
7,2006,"MARSH & MCLENNAN COS INC",1.01101521525481
7,2006,"DOMINION RESOURCES INC VA NEW",1.00126457059846
7,2006,"ASSURANT INC",1.00205123582191
7,2006,"PEPCO HOLDINGS INC",1.00111765807961
7,2006,"ENTERGY CORP NEW",0.999831263883343
7,2006,"CLEAR CHANNEL COMMUNICATIONS INC",0.998570770143278
7,2006,"SYSCO CORP",0.996707708808297
7,2006,"HARLEY DAVIDSON INC",0.9987061417237
7,2006,"SALESFORCE COM INC",0.996432125395462
8,2006,"CONSOLIDATED EDISON INC",0.0705699031489012
8,2006,"P G & E CORP",0.0602482695178065
8,2006,"MARATHON OIL CORP",-0.22133696394082
8,2006,"MEADWESTVACO CORP",0.151501522799013
8,2006,"CARDINAL HEALTH INC",0.0970744118818045
8,2006,"CENTERPOINT ENERGY INC",-0.156152856682474
8,2006,"PEPCO HOLDINGS INC",0.0924110048731843
8,2006,"ENTERGY CORP NEW",-0.0513073992890904
8,2006,"CLEAR CHANNEL COMMUNICATIONS INC",0.1603084827274
8,2006,"VORNADO REALTY TRUST",0.126118430053439
8,2006,"MARSH & MCLENNAN COS INC",0.0843000022769632
8,2006,"MANITOWOC CO INC",0.0981061839177002
8,2006,"SYSCO CORP",0.123015659402171
8,2006,"LENNAR CORP",0.145309905042336
8,2006,"CENTEX CORP",0.143863273209971
8,2006,"DOMINION RESOURCES INC VA NEW",0.0248624198956057
8,2006,"U S BANCORP DEL",0.876449930384394
8,2006,"HARLEY DAVIDSON INC",0.232572156451453
8,2006,"K B HOME",0.067587616894639
8,2006,"QUALCOMM INC",0.158525020864336
8,2006,"D R HORTON INC",0.127954242291262
8,2006,"MARTIN MARIETTA MATERIALS INC",0.0934329357842185
8,2006,"LEHMAN BROTHERS HOLDINGS INC",0.0796101438880016
8,2006,"MCKESSON H B O C INC",0.433097812143906
8,2006,"LAUDER ESTEE COS INC",0.226290679374191
8,2006,"YAHOO INC",-2.31990618152106
8,2006,"CIENA CORP",0.0618260305437201
8,2006,"YUM BRANDS INC",0.314419537298338
8,2006,"PRICELINE COM INC",0.117096877371895
8,2006,"GOLDMAN SACHS GROUP INC",0.0610334119301749
8,2006,"RED HAT INC",0.0959223701435813
8,2006,"METLIFE INC",0.028442833784979
8,2006,"WYNN RESORTS LTD",0.0793271229114916
8,2006,"ASSURANT INC",0.072882284540375
8,2006,"SALESFORCE COM INC",0.0359767200076631
8,2006,"WYNDHAM WORLDWIDE CORP",0.0325817020876262
9,2006,"PEPCO HOLDINGS INC",0.262120729985791
9,2006,"ENTERGY CORP NEW",0.113966701823437
9,2006,"CLEAR CHANNEL COMMUNICATIONS INC",1.04010715330537
9,2006,"SYSCO CORP",0.000912472368909316
9,2006,"HARLEY DAVIDSON INC",0.296560263200871
9,2006,"CIENA CORP",0.0286201235640424
9,2006,"SALESFORCE COM INC",0.000103588544089339
9,2006,"BLACKROCK INC",0.143643002791933
9,2006,"HANESBRANDS INC",0.030729283576932
10,2006,"CIENA CORP",1.00043392596687
10,2006,"BLACKROCK INC",0.346677629901749
10,2006,"HANESBRANDS INC",0.280306057919437
10,2006,"WESTERN UNION CO",1.04079648842641
10,2006,"FLUOR CORP NEW",1.09194102663863
10,2006,"THERMO ELECTRON CORP",1.09217826254921
10,2006,"CHIPOTLE MEXICAN GRILL INC",1.13206029353918
11,2006,"SAFECO CORP",0.223604963497964
11,2006,"THERMO ELECTRON CORP",0.218710280749814
11,2006,"FLUOR CORP NEW",-0.000178425197214685
11,2006,"CHIPOTLE MEXICAN GRILL INC",0.269397998003428
11,2006,"THERMO FISHER SCIENTIFIC INC",0.140840834161787
11,2006,"RED HAT INC",0.0548950075553086
11,2006,"AKAMAI TECHNOLOGIES INC",0.162667358166643
11,2006,"UNDER ARMOUR INC",-0.172948743124173
11,2006,"FIRST SOLAR INC",-0.0259587141591961
11,2006,"E TRADE FINANCIAL CORP",0.29135435183341
12,2006,"SAFECO CORP",0.218307990305625
12,2006,"THERMO FISHER SCIENTIFIC INC",0.16414474650672
12,2006,"E TRADE FINANCIAL CORP",0.165227770276372
12,2006,"RED HAT INC",-0.0146056090434249
12,2006,"AKAMAI TECHNOLOGIES INC",0.0699755411548172
12,2006,"FLUOR CORP NEW",0.434582641979139
12,2006,"UNDER ARMOUR INC",0.101204804986779
12,2006,"FIRST SOLAR INC",0.0209825617225699
1,2007,"COMVERSE TECHNOLOGY INC",0.99613467235081
1,2007,"K L A TENCOR CORP",0.996404542657755
1,2007,"LAM RESH CORP",0.995714738999159
1,2007,"E TRADE FINANCIAL CORP",1.00245922124981
1,2007,"RED HAT INC",0.124566183002469
1,2007,"AKAMAI TECHNOLOGIES INC",0.115238166601173
1,2007,"UNDER ARMOUR INC",1.00495709777051
1,2007,"SPECTRA ENERGY CORP",0.999329045081357
1,2007,"W P S RESOURCES CORP",0.997804470374832
2,2007,"W P S RESOURCES CORP",0.0543823698537559
2,2007,"K L A TENCOR CORP",0.265214030842839
2,2007,"LAM RESH CORP",0.285394558149307
2,2007,"UNUMPROVIDENT CORP",0.489187612081918
2,2007,"SPECTRA ENERGY CORP",-0.453390658624465
2,2007,"LEUCADIA NATIONAL CORP",1.11677758406569
2,2007,"C V S CORP",0.873595540653088
2,2007,"INTEGRYS ENERGY GROUP INC",0.908607121963489
2,2007,"FREEPORT MCMORAN COPPER & GOLD",0.284195487745054
3,2007,"C V S CORP",0.381261783614015
3,2007,"LEUCADIA NATIONAL CORP",0.285271653107727
3,2007,"INTEGRYS ENERGY GROUP INC",0.706572201695732
3,2007,"K L A TENCOR CORP",2.22601809649748
3,2007,"LAM RESH CORP",0.928634146224709
3,2007,"FREEPORT MCMORAN COPPER & GOLD",0.219635495466835
3,2007,"UNUM GROUP",0.580462718910312
3,2007,"TIME WARNER CABLE INC",0.224311683852195
3,2007,"DYNEGY INC NEW",0.258387949353638
3,2007,"N Y S E GROUP INC",0.157933386977455
3,2007,"L S I LOGIC CORP",0.234999549370608
3,2007,"PEOPLES BANK BRIDGEPORT",0.412588639354343
3,2007,"C V S CAREMARK CORP",0.422292722870851
4,2007,"PEOPLES BANK BRIDGEPORT",1.00006459924119
4,2007,"C V S CAREMARK CORP",0.999659539452109
4,2007,"LEUCADIA NATIONAL CORP",1.00283765425896
4,2007,"L S I LOGIC CORP",0.38838362961902
4,2007,"FREEPORT MCMORAN COPPER & GOLD",1.00194183534937
4,2007,"N Y S E GROUP INC",0.135669398389788
4,2007,"DYNEGY INC DEL",0.999452675387211
4,2007,"N Y S E EURONEXT",1.00187122735504
4,2007,"L S I CORP NEW",1.00112448596637
4,2007,"PEOPLES UNITED FINANCIAL INC",0.200265103191108
4,2007,"METROPCS COMMUNICATIONS INC",0.0863683418347745
4,2007,"LOEWS CORP",0
5,2007,"PEOPLES UNITED FINANCIAL INC",0.622553673851832
5,2007,"LOEWS CORP",0.999467117872391
5,2007,"L S I CORP NEW",0.0435038600064895
5,2007,"DYNEGY INC DEL",0.0768033962255569
5,2007,"N Y S E EURONEXT",0.0115789756994136
5,2007,"METROPCS COMMUNICATIONS INC",0.00194787952924011
5,2007,"FEDERATED DEPT STORES INC DEL",0.997834099414194
5,2007,"DELTA AIR LINES INC",0.998116557100232
5,2007,"PUBLIC STORAGE INC",0.998361015148248
6,2007,"LOEWS CORP",0.340820048147301
6,2007,"MACYS INC",0.0384141489789423
6,2007,"PUBLIC STORAGE",0.4103768137377
6,2007,"CHICAGO MERCANTILE EXCH HLDG INC",0.519257758107652
7,2007,"PUBLIC STORAGE",0.239426646685435
7,2007,"UNITED RENTALS INC",-6.18153327777079
7,2007,"CHICAGO MERCANTILE EXCH HLDG INC",0.166240542153197
7,2007,"DISCOVER FINANCIAL SERVICES",3.61535017372645
7,2007,"C M E GROUP INC",-0.414004640858874
7,2007,"SUN MICROSYSTEMS INC",-0.468069021344045
8,2007,"SUN MICROSYSTEMS INC",0.563703951534656
8,2007,"GENERAL ELECTRIC CO",0.786923530688756
8,2007,"UNITED RENTALS INC",0.45291839380484
8,2007,"C M E GROUP INC",0.652655493744667
8,2007,"HOME DEPOT INC",0.350667592767233
8,2007,"HEALTH CARE PPTY INVS INC",0.37256168726868
9,2007,"SUN MICROSYSTEMS INC",-0.189156827674375
9,2007,"MAXIM INTEGRATED PRODUCTS INC",-0.188779713216855
9,2007,"GENERAL ELECTRIC CO",-0.190208339314582
9,2007,"HOME DEPOT INC",-0.190584435940513
9,2007,"HEALTH CARE PPTY INVS INC",0.448499927109521
9,2007,"H C P INC",-0.189487743241032
10,2007,"HOME DEPOT INC",0.280675463597553
10,2007,"H C P INC",0.232036392640049
10,2007,"TERADATA CORP DE",0.138635186320262
10,2007,"MARSHALL & ILSLEY CORP",0.29688711277521
10,2007,"SUN MICROSYSTEMS INC",0.369776462806511
10,2007,"AMERICAN STANDARD COS INC DEL",0.456276772596047
11,2007,"SUN MICROSYSTEMS INC",0.15918478794951
11,2007,"AMERICAN STANDARD COS INC DEL",0.435878427988972
11,2007,"MARSHALL & ILSLEY CORP NEW",0.487430086684926
11,2007,"INVESCO PLC NEW",0.508088891119574
11,2007,"APPLIED MICRO CIRCUITS CORP",0.311058929312111
11,2007,"TRANE INC",0.319788551573788
12,2007,"SUN MICROSYSTEMS INC",0.252182721679003
12,2007,"TRANE INC",-0.0591392709678039
12,2007,"APPLIED MICRO CIRCUITS CORP",0.127661163827532
12,2007,"INVESCO LTD",0.101417258322027
1,2008,"INVESCO LTD",0.365400721311882
1,2008,"APPLIED MICRO CIRCUITS CORP",0.336825697043546
1,2008,"EQUINIX INC",0.258486169078635
1,2008,"NASDAQ STOCK MARKET INC",0.316884573229405
2,2008,"EQUINIX INC",0.11862608381858
2,2008,"NASDAQ STOCK MARKET INC",0.192048569996728
2,2008,"DOLLAR TREE STORES INC",0.208338169099781
2,2008,"NETWORK APPLIANCE INC",0.368338068515949
2,2008,"NASDAQ O M X GROUP INC",0.294520885841594
